,idListaCobro,idEmisora,TipoEnvio,BancoSimplificado,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,CobroExitoso
18594,156279,10,TRADICIONAL,SANTANDER,661805,41468810,14,1254.68,1254.68,0.0,,4.0,False
18604,156279,10,TRADICIONAL,SANTANDER,663159,41469336,14,110.09,110.09,0.0,,4.0,False
18624,156279,10,TRADICIONAL,SANTANDER,665401,41469015,14,7702.56,7702.56,0.0,,2.0,False
18625,156279,10,TRADICIONAL,SANTANDER,665529,41468870,14,1112.67,1112.67,0.0,,4.0,False
18627,156279,10,TRADICIONAL,SANTANDER,665699,41468788,14,3737.5,3737.5,0.0,,4.0,False
18632,156279,10,TRADICIONAL,SANTANDER,666641,41469309,14,625.78,625.78,0.0,,4.0,False
18637,156279,10,TRADICIONAL,SANTANDER,667520,41468971,14,709.37,709.37,0.0,,2.0,False
18646,156279,10,TRADICIONAL,SANTANDER,668583,41469322,14,1529.33,1529.33,0.0,,4.0,False
18651,156279,10,TRADICIONAL,SANTANDER,669487,41468528,14,1925.2,1925.2,0.0,,4.0,False
18653,156279,10,TRADICIONAL,SANTANDER,669644,41468951,14,750.94,750.94,0.0,,2.0,False
18655,156279,10,TRADICIONAL,SANTANDER,669678,41468650,14,1245.81,1245.81,0.0,,4.0,False
18663,156279,10,TRADICIONAL,SANTANDER,670849,41468561,14,500.62,500.62,0.0,,4.0,False
18665,156279,10,TRADICIONAL,SANTANDER,670933,41468716,14,1766.64,1766.64,0.0,,4.0,False
18666,156279,10,TRADICIONAL,SANTANDER,671023,41469168,14,2039.24,2039.24,0.0,,4.0,False
18668,156279,10,TRADICIONAL,SANTANDER,671157,41469235,14,1476.67,1476.67,0.0,,4.0,False
18670,156279,10,TRADICIONAL,SANTANDER,671329,41468812,14,234.99,234.99,0.0,,4.0,False
18674,156279,10,TRADICIONAL,SANTANDER,671462,41468601,14,230.01,230.01,0.0,,2.0,False
18676,156279,10,TRADICIONAL,SANTANDER,671572,41469094,14,4982.84,4982.84,0.0,,2.0,False
18677,156279,10,TRADICIONAL,SANTANDER,671576,41468552,14,1877.33,1877.33,0.0,,2.0,False
18680,156279,10,TRADICIONAL,SANTANDER,672603,41469379,14,3128.89,3128.89,0.0,,4.0,False
18681,156279,10,TRADICIONAL,SANTANDER,672641,41468847,14,2398.1,2398.1,0.0,,2.0,False
18685,156279,10,TRADICIONAL,SANTANDER,672944,41468782,14,1840.99,1840.99,1840.99,15/01/2025,0.0,True
18687,156279,10,TRADICIONAL,SANTANDER,673113,41469077,14,1107.63,1107.63,0.0,,2.0,False
18693,156279,10,TRADICIONAL,SANTANDER,673651,41469078,14,938.98,938.98,0.0,,4.0,False
18697,156279,10,TRADICIONAL,SANTANDER,674230,41469133,14,2234.53,2234.53,0.0,,4.0,False
18699,156279,10,TRADICIONAL,SANTANDER,674464,41469002,14,1146.99,1146.99,1146.99,10/01/2025,0.0,True
18704,156279,10,TRADICIONAL,SANTANDER,675185,41468712,14,2672.31,2672.31,0.0,,2.0,False
18713,156279,10,TRADICIONAL,SANTANDER,676268,41469087,14,625.78,625.78,0.0,,4.0,False
18714,156279,10,TRADICIONAL,SANTANDER,676279,41469062,14,1231.1,1231.1,0.0,,4.0,False
18716,156279,10,TRADICIONAL,SANTANDER,676606,41469040,14,250.35,250.35,0.0,,4.0,False
18717,156279,10,TRADICIONAL,SANTANDER,676667,41469151,14,156.44,156.44,0.0,,4.0,False
18722,156279,10,TRADICIONAL,SANTANDER,677583,41468763,14,256.42,256.42,0.0,,4.0,False
18723,156279,10,TRADICIONAL,SANTANDER,677634,41468747,14,3533.91,3533.91,0.0,,4.0,False
18735,156279,10,TRADICIONAL,SANTANDER,678845,41468819,14,475.59,475.59,0.0,,4.0,False
18736,156279,10,TRADICIONAL,SANTANDER,679142,41468730,14,196.08,196.08,0.0,,2.0,False
18760,156279,10,TRADICIONAL,SANTANDER,684638,41468802,14,744.51,744.51,0.0,,2.0,False
18762,156279,10,TRADICIONAL,SANTANDER,684927,41469224,14,592.98,592.98,0.0,,4.0,False
18765,156279,10,TRADICIONAL,SANTANDER,685254,41469375,14,444.46,444.46,0.0,,4.0,False
18774,156279,10,TRADICIONAL,SANTANDER,685972,41469296,14,993.98,993.98,0.0,,4.0,False
18780,156279,10,TRADICIONAL,SANTANDER,686334,41469000,14,935.54,935.54,0.0,,4.0,False
18783,156279,10,TRADICIONAL,SANTANDER,686988,41469303,14,1281.5,1281.5,0.0,,4.0,False
18790,156279,10,TRADICIONAL,SANTANDER,688331,41468859,14,1251.4,1251.4,0.0,,2.0,False
18798,156279,10,TRADICIONAL,SANTANDER,689111,41468894,14,106.87,106.87,0.0,,2.0,False
18801,156279,10,TRADICIONAL,SANTANDER,689858,41469048,14,617.99,617.99,0.0,,4.0,False
18804,156279,10,TRADICIONAL,SANTANDER,690453,41468900,14,917.6,917.6,0.0,,4.0,False
18811,156279,10,TRADICIONAL,SANTANDER,691923,41469305,14,764.66,764.66,0.0,,4.0,False
18812,156279,10,TRADICIONAL,SANTANDER,692266,41469207,14,244.69,244.69,0.0,,4.0,False
18814,156279,10,TRADICIONAL,SANTANDER,692351,41469378,14,639.78,639.78,0.0,,4.0,False
18829,156279,10,TRADICIONAL,SANTANDER,695417,41469064,14,258.76,258.76,0.0,,4.0,False
18835,156279,10,TRADICIONAL,SANTANDER,699275,41468660,14,382.33,382.33,0.0,,4.0,False
18848,156279,10,TRADICIONAL,SANTANDER,702559,41469198,14,2503.11,2503.11,0.0,,4.0,False
18864,156279,10,TRADICIONAL,SANTANDER,707267,41469223,14,469.33,469.33,0.0,,4.0,False
18865,156279,10,TRADICIONAL,SANTANDER,707669,41469085,14,395.8,395.8,0.0,,4.0,False
18866,156279,10,TRADICIONAL,SANTANDER,707768,41468700,14,1999.98,1999.98,0.0,,4.0,False
18869,156279,10,TRADICIONAL,SANTANDER,708213,41469017,14,1944.6,1944.6,0.0,,4.0,False
18870,156279,10,TRADICIONAL,SANTANDER,709154,41469279,14,2503.11,2503.11,0.0,,4.0,False
18891,156279,10,TRADICIONAL,SANTANDER,718222,41468776,14,435.8,435.8,0.0,,8.0,False
18942,156280,25,INTERBANCARIO,BBVA,449613,41469517,21,512.0,512.0,0.0,,2.0,False
18949,156280,25,INTERBANCARIO,BBVA,472085,41469481,21,514.6,514.6,0.0,,1.0,False
18989,156280,25,INTERBANCARIO,BBVA,507142,41469828,21,567.69,567.69,0.0,,2.0,False
19000,156280,25,INTERBANCARIO,BBVA,510298,41469544,21,1359.25,1359.25,0.0,,2.0,False
19052,156280,25,INTERBANCARIO,BBVA,554743,41469737,21,1492.86,1492.86,0.0,,2.0,False
19103,156280,25,INTERBANCARIO,BBVA,599358,41469707,21,1641.06,1641.06,0.0,,2.0,False
19117,156280,25,INTERBANCARIO,BBVA,608359,41469785,21,771.42,771.42,0.0,,1.0,False
19137,156280,25,INTERBANCARIO,BBVA,613226,41469733,21,2017.96,2017.96,0.0,,1.0,False
19150,156280,25,INTERBANCARIO,BBVA,615744,41469646,21,311.26,311.26,0.0,,8.0,False
19153,156280,25,INTERBANCARIO,BBVA,616714,41469690,21,475.82,475.82,0.0,,1.0,False
19206,156280,25,INTERBANCARIO,BBVA,638940,41469729,21,717.18,717.18,0.0,,1.0,False
19218,156280,25,INTERBANCARIO,BBVA,642430,41469415,127,677.67,677.67,0.0,,3.0,False
19229,156280,25,INTERBANCARIO,BBVA,646754,41469524,21,498.96,498.96,0.0,,1.0,False
19293,156280,25,INTERBANCARIO,BBVA,667068,41469788,21,1533.16,1533.16,0.0,,1.0,False
19407,156280,25,INTERBANCARIO,BBVA,704174,41469720,21,680.48,680.48,0.0,,8.0,False
19460,156280,25,INTERBANCARIO,BBVA,733728,41469892,44,156.94,156.94,156.94,13/01/2025,0.0,True
29018,156310,5,TRADICIONAL,BANAMEX,671591,41483275,2,1069.41,1069.41,1069.41,10/01/2025,0.0,True
37028,156324,1,TRADICIONAL,BANAMEX,685908,41494306,2,2010.16,2010.16,2010.16,10/01/2025,0.0,True
103015,156533,6,TRADICIONAL,BBVA,729234,41595515,30,158.96,158.96,158.96,15/01/2025,0.0,True
126224,156660,6,TRADICIONAL,BBVA,487102,41671282,21,134.0,134.0,0.0,,4.0,False
126254,156660,6,TRADICIONAL,BBVA,508689,41671312,62,4358.24,4358.24,4358.24,16/01/2025,0.0,True
136771,156293,6,TRADICIONAL,BBVA,645378,41476950,12,735.79,735.79,0.0,,4.0,False
137032,156293,6,TRADICIONAL,BBVA,654989,41475723,12,397.14,397.14,0.0,,4.0,False
153061,156738,9,TRADICIONAL,SANTANDER,645943,41695770,14,603.5,603.5,0.0,,4.0,False
157847,156921,1,TRADICIONAL,BANAMEX,647616,41735059,2,267.68,267.68,267.68,27/01/2025,0.0,True
157979,156921,1,TRADICIONAL,BANAMEX,662255,41735051,2,1420.68,1420.68,0.0,,8.0,False
158001,156921,1,TRADICIONAL,BANAMEX,676991,41734883,2,678.53,678.53,0.0,,8.0,False
158006,156921,1,TRADICIONAL,BANAMEX,677432,41734666,2,424.08,424.08,0.0,,2.0,False
158306,156921,1,TRADICIONAL,BANAMEX,709846,41735013,2,836.73,836.73,0.0,,8.0,False
158412,156921,1,TRADICIONAL,BANAMEX,721331,41734779,2,892.22,892.22,0.0,,8.0,False
158469,156921,1,TRADICIONAL,BANAMEX,727288,41734683,2,728.09,728.09,0.0,,8.0,False
158583,156921,1,TRADICIONAL,BANAMEX,734209,41735050,2,1330.23,1330.23,0.0,,8.0,False
158669,156921,1,TRADICIONAL,BANAMEX,738606,41735386,2,1202.62,1202.62,0.0,,8.0,False
158692,156921,1,TRADICIONAL,BANAMEX,739714,41735326,2,1353.8,1353.8,0.0,,2.0,False
158757,156926,1,TRADICIONAL,BANAMEX,368221,41741248,2,83.99,83.99,0.0,,8.0,False
158786,156926,1,TRADICIONAL,BANAMEX,436621,41740116,2,405.56,405.56,0.0,,8.0,False
159648,156926,1,TRADICIONAL,BANAMEX,689865,41739662,2,534.88,534.88,0.0,,8.0,False
160323,156926,1,TRADICIONAL,BANAMEX,728577,41741018,2,983.36,983.36,0.0,,8.0,False
160450,156929,9,TRADICIONAL,SANTANDER,498466,41748968,14,192.52,192.52,192.52,28/01/2025,0.0,True
160489,156929,9,TRADICIONAL,SANTANDER,618524,41749268,14,190.82,190.82,0.0,,4.0,False
160574,156929,9,TRADICIONAL,SANTANDER,645614,41749743,14,441.94,441.94,441.94,30/01/2025,0.0,True
160592,156929,9,TRADICIONAL,SANTANDER,647245,41749715,14,381.68,381.68,381.68,27/01/2025,0.0,True
160604,156929,9,TRADICIONAL,SANTANDER,648350,41749691,14,322.74,322.74,0.0,,4.0,False
160610,156929,9,TRADICIONAL,SANTANDER,648566,41748971,14,169.63,169.63,0.0,,4.0,False
160850,156929,9,TRADICIONAL,SANTANDER,664257,41749965,14,190.84,190.84,190.84,30/01/2025,0.0,True
161105,156929,9,TRADICIONAL,SANTANDER,685576,41749236,14,211.72,211.72,0.0,,4.0,False
161348,156929,9,TRADICIONAL,SANTANDER,692324,41749150,14,254.92,254.92,0.0,,4.0,False
161819,156929,9,TRADICIONAL,SANTANDER,707332,41749315,14,351.2,351.2,0.0,,4.0,False
162735,156931,13,TRADICIONAL,BANORTE,468157,41750150,72,215.53,215.53,215.53,27/01/2025,,True
162914,156931,13,TRADICIONAL,BANORTE,579206,41750674,72,136.28,136.28,0.0,,4.0,False
169909,156162,1,TRADICIONAL,BANAMEX,739912,41433080,2,601.49,601.49,0.0,,8.0,False
169973,156164,21,EN LINEA,BBVA,721801,41433174,12,1036.04,1036.04,0.0,,2.0,False
193439,157024,13,TRADICIONAL,BANORTE,458481,41807185,72,211.77,211.77,0.0,,26.0,False
193485,157024,13,TRADICIONAL,BANORTE,531746,41807274,72,546.48,546.48,0.0,,26.0,False
193547,157024,13,TRADICIONAL,BANORTE,644435,41807331,72,484.48,484.48,0.0,,26.0,False
193554,157024,13,TRADICIONAL,BANORTE,646732,41807197,72,1030.53,1030.53,0.0,,26.0,False
193565,157024,13,TRADICIONAL,BANORTE,653123,41807235,72,827.88,827.88,827.88,30/01/2025,,True
259028,156170,9,TRADICIONAL,SANTANDER,645403,41433873,14,636.13,636.13,0.0,,4.0,False
259064,156170,9,TRADICIONAL,SANTANDER,691782,41433840,14,1756.35,1756.35,0.0,,4.0,False
259094,156170,9,TRADICIONAL,SANTANDER,717266,41433859,14,263.4,263.4,0.0,,8.0,False
264795,156924,9,TRADICIONAL,SANTANDER,648415,41739034,14,424.08,424.08,424.08,29/01/2025,0.0,True
264807,156924,9,TRADICIONAL,SANTANDER,651670,41739138,14,1241.04,1241.04,1241.04,29/01/2025,0.0,True
264852,156924,9,TRADICIONAL,SANTANDER,660933,41738814,14,1012.04,1012.04,1012.04,31/01/2025,0.0,True
264869,156924,9,TRADICIONAL,SANTANDER,664357,41739144,14,501.36,501.36,501.36,30/01/2025,0.0,True
264886,156924,9,TRADICIONAL,SANTANDER,679668,41739000,14,508.9,508.9,0.0,,3.0,False
264934,156924,9,TRADICIONAL,SANTANDER,684645,41739334,14,550.67,550.67,0.0,,3.0,False
264988,156924,9,TRADICIONAL,SANTANDER,690762,41738670,14,676.5,676.5,676.5,30/01/2025,0.0,True
265014,156924,9,TRADICIONAL,SANTANDER,692827,41739374,14,1309.55,1309.55,1309.55,28/01/2025,0.0,True
265016,156924,9,TRADICIONAL,SANTANDER,692938,41738730,14,476.2,476.2,0.0,,4.0,False
265018,156924,9,TRADICIONAL,SANTANDER,693084,41739017,14,634.93,634.93,634.93,27/01/2025,0.0,True
265023,156924,9,TRADICIONAL,SANTANDER,693390,41739523,14,643.86,643.86,0.0,,3.0,False
265050,156924,9,TRADICIONAL,SANTANDER,697020,41738671,14,1322.85,1322.85,0.0,,3.0,False
265352,156924,9,TRADICIONAL,SANTANDER,723520,41739386,14,2207.69,2207.69,0.0,,8.0,False
265590,156924,9,TRADICIONAL,SANTANDER,737947,41738824,14,821.98,821.98,0.0,,8.0,False
265645,156924,9,TRADICIONAL,SANTANDER,740120,41738868,14,684.84,684.84,0.0,,8.0,False
265661,156924,9,TRADICIONAL,SANTANDER,740385,41739454,14,895.56,895.56,0.0,,8.0,False
265675,156924,9,TRADICIONAL,SANTANDER,740712,41739160,14,2377.97,2377.97,0.0,,8.0,False
265690,156924,9,TRADICIONAL,SANTANDER,741329,41739163,14,1463.33,1463.33,0.0,,8.0,False
265735,156938,12,TRADICIONAL,BANORTE,453690,41751220,72,303.92,303.92,0.0,,26.0,False
265743,156938,12,TRADICIONAL,BANORTE,479177,41751666,72,143.76,143.76,0.0,,4.0,False
265744,156938,12,TRADICIONAL,BANORTE,480142,41751274,72,192.56,192.56,0.0,,26.0,False
265746,156938,12,TRADICIONAL,BANORTE,493320,41751160,72,122.49,122.49,0.0,,4.0,False
265753,156938,12,TRADICIONAL,BANORTE,498878,41751453,72,278.17,278.17,0.0,,30.0,False
265851,156938,12,TRADICIONAL,BANORTE,601359,41751275,72,400.99,400.99,0.0,,26.0,False
265881,156938,12,TRADICIONAL,BANORTE,610445,41751879,72,1792.88,1792.88,1792.88,28/01/2025,,True
265887,156938,12,TRADICIONAL,BANORTE,612069,41751164,72,749.99,749.99,0.0,,4.0,False
265892,156938,12,TRADICIONAL,BANORTE,612550,41751447,72,1434.22,1434.22,1434.22,27/01/2025,,True
265932,156938,12,TRADICIONAL,BANORTE,620703,41751302,72,140.48,140.48,0.0,,4.0,False
265945,156938,12,TRADICIONAL,BANORTE,622949,41751906,72,1235.59,1235.59,1235.59,27/01/2025,0.0,True
265976,156938,12,TRADICIONAL,BANORTE,630660,41751156,72,1259.38,1259.38,1259.38,27/01/2025,0.0,True
265978,156938,12,TRADICIONAL,BANORTE,631372,41751384,72,101.24,101.24,0.0,,3.0,False
265997,156938,12,TRADICIONAL,BANORTE,638179,41751542,72,556.99,556.99,556.99,28/01/2025,,True
266015,156938,12,TRADICIONAL,BANORTE,646187,41751527,72,3058.67,3058.67,0.0,,3.0,False
266045,156938,12,TRADICIONAL,BANORTE,653890,41751512,72,938.63,938.63,0.0,,4.0,False
266057,156938,12,TRADICIONAL,BANORTE,656046,41751294,72,938.67,938.67,0.0,,26.0,False
266059,156938,12,TRADICIONAL,BANORTE,656572,41751377,72,474.27,474.27,0.0,,4.0,False
266065,156938,12,TRADICIONAL,BANORTE,658401,41751264,72,382.33,382.33,0.0,,4.0,False
266081,156938,12,TRADICIONAL,BANORTE,661203,41751904,72,1511.43,1511.43,0.0,,26.0,False
266093,156938,12,TRADICIONAL,BANORTE,664442,41751867,72,1380.8,1380.8,0.0,,4.0,False
266109,156938,12,TRADICIONAL,BANORTE,668138,41751213,72,719.64,719.64,0.0,,4.0,False
266110,156938,12,TRADICIONAL,BANORTE,668312,41751224,72,1491.63,1491.63,0.0,,4.0,False
266120,156938,12,TRADICIONAL,BANORTE,670684,41751784,72,938.67,938.67,0.0,,26.0,False
266140,156938,12,TRADICIONAL,BANORTE,673930,41751800,72,222.15,222.15,222.15,27/01/2025,,True
266163,156938,12,TRADICIONAL,BANORTE,679067,41751283,72,847.93,847.93,0.0,,4.0,False
266164,156938,12,TRADICIONAL,BANORTE,679434,41751422,72,310.05,310.05,0.0,,26.0,False
266175,156938,12,TRADICIONAL,BANORTE,682269,41751791,72,143.9,143.9,0.0,,3.0,False
266209,156938,12,TRADICIONAL,BANORTE,690007,41751553,72,4330.0,4330.0,0.0,,4.0,False
266214,156938,12,TRADICIONAL,BANORTE,690403,41751903,72,1183.63,1183.63,1183.63,29/01/2025,,True
266226,156938,12,TRADICIONAL,BANORTE,692468,41751260,72,753.03,753.03,0.0,,4.0,False
266232,156938,12,TRADICIONAL,BANORTE,693871,41751340,72,2055.68,2055.68,0.0,,4.0,False
266234,156938,12,TRADICIONAL,BANORTE,694148,41751473,72,262.83,262.83,0.0,,30.0,False
266236,156938,12,TRADICIONAL,BANORTE,695064,41751303,72,1998.93,1998.93,0.0,,4.0,False
266278,156938,12,TRADICIONAL,BANORTE,702519,41751913,72,2761.61,2761.61,0.0,,3.0,False
266283,156938,12,TRADICIONAL,BANORTE,704366,41751639,72,382.33,382.33,382.33,28/01/2025,,True
266291,156938,12,TRADICIONAL,BANORTE,706682,41751748,72,699.88,699.88,0.0,,3.0,False
266295,156938,12,TRADICIONAL,BANORTE,707377,41751379,72,249.07,249.07,249.07,27/01/2025,0.0,True
266301,156938,12,TRADICIONAL,BANORTE,708722,41751500,72,249.07,249.07,249.07,27/01/2025,0.0,True
266315,156938,12,TRADICIONAL,BANORTE,710293,41751254,72,409.98,409.98,0.0,,4.0,False
266319,156938,12,TRADICIONAL,BANORTE,710858,41751278,72,2029.89,2029.89,0.0,,4.0,False
266320,156938,12,TRADICIONAL,BANORTE,711124,41751830,72,2085.43,2085.43,0.0,,4.0,False
266329,156938,12,TRADICIONAL,BANORTE,712758,41751282,72,139.24,139.24,139.24,28/01/2025,,True
266363,156938,12,TRADICIONAL,BANORTE,720216,41751506,72,822.66,822.66,0.0,,4.0,False
266364,156938,12,TRADICIONAL,BANORTE,720305,41751185,72,1842.98,1842.98,0.0,,4.0,False
266365,156938,12,TRADICIONAL,BANORTE,720313,41751429,72,575.0,575.0,575.0,30/01/2025,,True
266378,156938,12,TRADICIONAL,BANORTE,723693,41751713,72,683.77,683.77,0.0,,4.0,False
266407,156938,12,TRADICIONAL,BANORTE,727465,41751491,72,617.0,617.0,0.0,,4.0,False
266413,156938,12,TRADICIONAL,BANORTE,727957,41751279,72,822.66,822.66,0.0,,4.0,False
266415,156938,12,TRADICIONAL,BANORTE,728280,41751659,72,1431.63,1431.63,1431.63,30/01/2025,,True
266437,156938,12,TRADICIONAL,BANORTE,730038,41751428,72,973.18,973.18,973.18,27/01/2025,0.0,True
266440,156938,12,TRADICIONAL,BANORTE,730304,41751389,72,1645.33,1645.33,0.0,,4.0,False
266448,156938,12,TRADICIONAL,BANORTE,732035,41751787,72,383.33,383.33,383.33,30/01/2025,,True
266449,156938,12,TRADICIONAL,BANORTE,732150,41751874,72,452.78,452.78,452.78,27/01/2025,0.0,True
266451,156938,12,TRADICIONAL,BANORTE,732435,41751546,72,3290.66,3290.66,0.0,,4.0,False
266452,156938,12,TRADICIONAL,BANORTE,732495,41751277,72,639.78,639.78,0.0,,26.0,False
266461,156938,12,TRADICIONAL,BANORTE,734048,41751165,72,921.49,921.49,921.49,28/01/2025,,True
266467,156938,12,TRADICIONAL,BANORTE,735147,41751450,72,977.08,977.08,977.08,30/01/2025,,True
266478,156938,12,TRADICIONAL,BANORTE,738011,41751455,72,617.0,617.0,0.0,,4.0,False
266767,156944,25,INTERBANCARIO,BBVA,388066,41755052,21,680.29,680.29,0.0,,4.0,False
266776,156944,25,INTERBANCARIO,BBVA,441639,41755097,21,565.86,565.86,0.0,,1.0,False
266790,156944,25,INTERBANCARIO,BBVA,478779,41755067,21,300.49,300.49,300.49,28/01/2025,0.0,True
266801,156944,25,INTERBANCARIO,BBVA,485298,41754823,21,202.51,202.51,0.0,,4.0,False
266813,156944,25,INTERBANCARIO,BBVA,499929,41754837,21,204.59,204.59,0.0,,4.0,False
266814,156944,25,INTERBANCARIO,BBVA,501344,41754879,21,811.4,811.4,0.0,,4.0,False
266818,156944,25,INTERBANCARIO,BBVA,502832,41754994,21,865.93,865.93,0.0,,4.0,False
266828,156944,25,INTERBANCARIO,BBVA,507219,41755073,21,443.21,443.21,0.0,,4.0,False
266831,156944,25,INTERBANCARIO,BBVA,507841,41755055,21,282.26,282.26,0.0,,4.0,False
266837,156944,25,INTERBANCARIO,BBVA,511171,41754808,21,423.21,423.21,0.0,,4.0,False
266852,156944,25,INTERBANCARIO,BBVA,523492,41755091,21,342.57,342.57,0.0,,4.0,False
266866,156944,25,INTERBANCARIO,BBVA,533758,41754839,21,476.68,476.68,0.0,,4.0,False
266867,156944,25,INTERBANCARIO,BBVA,536125,41755098,21,474.15,474.15,0.0,,4.0,False
266877,156944,25,INTERBANCARIO,BBVA,545572,41754814,21,434.13,434.13,0.0,,4.0,False
266887,156944,25,INTERBANCARIO,BBVA,554260,41755037,21,317.42,317.42,317.42,28/01/2025,0.0,True
266889,156944,25,INTERBANCARIO,BBVA,567277,41755038,21,414.9,414.9,0.0,,4.0,False
266901,156944,25,INTERBANCARIO,BBVA,577246,41755176,21,254.41,254.41,0.0,,1.0,False
266905,156944,25,INTERBANCARIO,BBVA,579624,41754938,21,817.48,817.48,0.0,,4.0,False
266917,156944,25,INTERBANCARIO,BBVA,583930,41755163,21,375.39,375.39,0.0,,4.0,False
266919,156944,25,INTERBANCARIO,BBVA,584720,41755180,21,785.88,785.88,0.0,,1.0,False
266920,156944,25,INTERBANCARIO,BBVA,584920,41754940,21,339.21,339.21,0.0,,4.0,False
266938,156944,25,INTERBANCARIO,BBVA,598450,41754975,21,273.8,273.8,0.0,,4.0,False
266944,156944,25,INTERBANCARIO,BBVA,601927,41754735,21,634.73,634.73,0.0,,4.0,False
266950,156944,25,INTERBANCARIO,BBVA,606015,41754871,21,479.73,479.73,0.0,,4.0,False
266954,156944,25,INTERBANCARIO,BBVA,609422,41754911,21,477.45,477.45,0.0,,4.0,False
266972,156944,25,INTERBANCARIO,BBVA,612889,41755078,21,2367.58,2367.58,2367.58,28/01/2025,0.0,True
266982,156944,25,INTERBANCARIO,BBVA,614909,41755129,21,260.63,260.63,0.0,,4.0,False
266985,156944,25,INTERBANCARIO,BBVA,615210,41755032,21,1092.94,1092.94,0.0,,4.0,False
266988,156944,25,INTERBANCARIO,BBVA,615631,41755093,21,1303.83,1303.83,0.0,,4.0,False
267003,156944,25,INTERBANCARIO,BBVA,622090,41755101,21,651.92,651.92,0.0,,4.0,False
267016,156944,25,INTERBANCARIO,BBVA,625701,41755033,21,888.8,888.8,0.0,,4.0,False
267018,156944,25,INTERBANCARIO,BBVA,627907,41755161,21,330.92,330.92,330.92,28/01/2025,0.0,True
267019,156944,25,INTERBANCARIO,BBVA,628018,41754815,21,292.14,292.14,0.0,,4.0,False
267023,156944,25,INTERBANCARIO,BBVA,628583,41755002,21,163.11,163.11,0.0,,4.0,False
267025,156944,25,INTERBANCARIO,BBVA,628791,41755143,21,662.99,662.99,0.0,,4.0,False
267030,156944,25,INTERBANCARIO,BBVA,630743,41755075,21,1249.99,1249.99,0.0,,2.0,False
267031,156944,25,INTERBANCARIO,BBVA,630760,41754872,21,468.09,468.09,0.0,,4.0,False
267034,156944,25,INTERBANCARIO,BBVA,633676,41755045,21,1172.0,1172.0,0.0,,8.0,False
267035,156944,25,INTERBANCARIO,BBVA,633756,41755134,21,199.88,199.88,0.0,,4.0,False
267044,156944,25,INTERBANCARIO,BBVA,637679,41755105,21,683.77,683.77,0.0,,2.0,False
267050,156944,25,INTERBANCARIO,BBVA,641170,41755086,21,272.76,272.76,0.0,,2.0,False
267067,156944,25,INTERBANCARIO,BBVA,645655,41755109,21,1028.39,1028.39,0.0,,4.0,False
267070,156944,25,INTERBANCARIO,BBVA,646911,41754798,21,127.47,127.47,0.0,,4.0,False
267072,156944,25,INTERBANCARIO,BBVA,647043,41754817,21,556.33,556.33,0.0,,4.0,False
267078,156944,25,INTERBANCARIO,BBVA,647984,41755077,21,870.8,870.8,0.0,,4.0,False
267092,156944,25,INTERBANCARIO,BBVA,650211,41755184,137,338.77,338.77,338.77,28/01/2025,0.0,True
267105,156944,25,INTERBANCARIO,BBVA,652351,41755155,21,213.97,213.97,0.0,,1.0,False
267110,156944,25,INTERBANCARIO,BBVA,653630,41755136,21,1058.35,1058.35,0.0,,4.0,False
267129,156944,25,INTERBANCARIO,BBVA,662378,41754984,21,352.89,352.89,0.0,,2.0,False
267139,156944,25,INTERBANCARIO,BBVA,665016,41754713,127,1494.4,1494.4,0.0,,4.0,False
267140,156944,25,INTERBANCARIO,BBVA,665413,41755159,21,1824.62,1824.62,0.0,,4.0,False
267145,156944,25,INTERBANCARIO,BBVA,667163,41755147,21,373.6,373.6,0.0,,2.0,False
267156,156944,25,INTERBANCARIO,BBVA,669255,41754703,127,498.13,498.13,0.0,,4.0,False
267165,156944,25,INTERBANCARIO,BBVA,672263,41755070,21,216.28,216.28,0.0,,1.0,False
267169,156944,25,INTERBANCARIO,BBVA,672559,41755076,21,523.04,523.04,0.0,,2.0,False
267175,156944,25,INTERBANCARIO,BBVA,674705,41754891,21,642.38,642.38,0.0,,4.0,False
267177,156944,25,INTERBANCARIO,BBVA,675637,41755172,21,498.13,498.13,0.0,,2.0,False
267184,156944,25,INTERBANCARIO,BBVA,676397,41755132,21,315.97,315.97,0.0,,8.0,False
267187,156944,25,INTERBANCARIO,BBVA,677448,41755060,21,592.76,592.76,0.0,,2.0,False
267201,156944,25,INTERBANCARIO,BBVA,681105,41754705,127,747.2,747.2,0.0,,4.0,False
267205,156944,25,INTERBANCARIO,BBVA,682707,41755168,21,1627.99,1627.99,0.0,,4.0,False
267216,156944,25,INTERBANCARIO,BBVA,686948,41755140,21,1468.94,1468.94,0.0,,4.0,False
267233,156944,25,INTERBANCARIO,BBVA,690378,41755191,36,103.5,103.5,0.0,,4.0,False
